Ticker,2023-12-01
A,0.008003985340714519
AAPL,0.016463540444820363
ABT,0.004570986943692235
ACGL,0.016104420400563847
ACN,0.013485776643378316
ADBE,0.019096643416831975
ADI,0.013460577449939441
ADM,0.0019661043654636942
ADP,0.006507886600764478
ADSK,0.008674052741231869
AEE,-0.005345861388296843
AEP,-0.00011976699994069914
AES,-0.002191083536691919
AFL,0.0181825874070761
AIG,0.014644589460010375
AIZ,0.013039553423890305
AJG,0.01577127889268416
AKAM,0.012595778104385329
ALB,-0.01362685358637596
ALGN,-0.00699013819523848
ALL,0.01261892953398837
AMAT,0.022524578604924326
AMD,0.03205389029970966
AME,0.013697091472986613
AMGN,0.013876035580042911
AMP,0.01974596768612565
AMT,0.003388715117332502
AMZN,0.012521664095129097
AON,0.001942252951294676
AOS,0.016661130003183193
APA,0.005751393454646764
APD,0.0024802348224418264
APH,0.018086606810638645
APO,0.025121288441645486
ARE,-0.002632832222858107
ATO,0.006039547978870928
AVB,0.0030317398722246266
AVGO,0.03970226903001625
AVY,0.01048724760751894
AWK,-0.002566599788370956
AXON,0.03047847267056679
AXP,0.013606962498215282
AZO,0.013757259296103082
BA,0.016299326745299
BAC,0.005563688540186758
BALL,-0.0028371143002293353
BAX,-0.017012322445793305
BBY,0.001568893967774392
BDX,-1.6637425924767146e-05
BEN,0.010228769568336108
BG,0.007861152574879841
BIIB,-0.0005947298335277429
BK,0.010953685353299537
BKNG,0.024076665619049205
BKR,0.013311327292409256
BLDR,0.04945074001048379
BLK,0.01287380627514324
BMY,-0.01018147578939605
BR,0.018636552548467994
BRO,0.011305510631066936
BSX,0.014091991063303971
BX,0.025262150102172722
BXP,-0.000690083830208443
C,0.0052822909305543
CAG,-0.005570103697056289
CAH,0.02297163145188096
CAT,0.02133933104083502
CB,0.01121895999462296
CBOE,0.021030448385177078
CBRE,0.012268920604060322
CCI,-0.005811844976774377
CCL,0.01356807793419582
CDNS,0.027172736590369156
CF,0.008662637075334281
CHD,0.005717082772511285
CHRW,-0.0027180422102602232
CHTR,-0.006670920877817697
CI,0.010191157836530474
CINF,0.0018454499906626646
CL,0.004965856610630435
CLX,-0.001204781776856139
CMCSA,0.004802458099463921
CME,0.00762435182251104
CMG,0.021716533224001147
CMI,0.007186840794950229
CMS,0.0009563989547102712
CNC,0.0032581448879139105
CNP,0.004212926465776809
COF,0.013417473801806697
COO,0.005826461903571802
COP,0.017173124853208353
COR,0.020924816082015074
COST,0.02031154207169828
CPAY,0.012272229243560967
CPB,-0.001881792549985735
CPRT,0.021659035493281645
CPT,-0.005295314691520794
CRL,0.0047578173437406845
CRM,0.017680751742638973
CSCO,0.003803600652671854
CSGP,0.009860298444242854
CSX,0.00904248210143685
CTAS,0.023037763046599474
CTRA,0.007226361264099776
CTSH,0.008007543283605811
CVS,0.002686179647136463
CVX,0.006061487514915104
D,-0.011863909196579873
DAL,0.003899383869057067
DD,0.007794501003043087
DE,0.009734396662474245
DECK,0.033750691893642
DG,-0.016920115772639896
DGX,0.003947778674402516
DHI,0.03227049683871346
DHR,0.005115601557157729
DIS,-0.00980059634182082
DLR,0.008247514358174375
DLTR,0.006368993169487474
DOC,-0.007824287780767818
DOV,0.008634221252503117
DPZ,0.0088941751419103
DRI,0.012850249451428122
DTE,0.0025132195796549873
DUK,0.004741746621110496
DVA,0.008570631587543438
DVN,0.005617922965047614
DXCM,0.013872508380023508
EA,0.005589589428684562
EBAY,-0.0018157973388378745
ECL,0.00834741473875194
ED,0.0050741512938211695
EFX,0.014194986471610598
EG,0.009135104584205541
EIX,0.008970795730662694
EL,-0.02045176150527036
ELV,0.006656085805447701
EME,0.02490175494341284
EMN,0.004461557773091258
EMR,0.00933634819456974
EOG,0.011341502799953768
EQIX,0.009359575209319357
EQR,-0.002012874442268611
EQT,0.013454078895075923
ERIE,0.026331192920719487
ES,-0.008826308924610454
ESS,0.0033703181976636153
ETN,0.025989682591407
ETR,0.0023693176525727663
EVRG,-0.003796887450742817
EW,-0.00434666992336905
EXC,-0.0014530585600328514
EXPD,0.011742864217314474
EXPE,0.01627150590777985
EXR,0.008772728966459678
F,0.004598815147709978
FAST,0.01570509523385198
FCX,0.01600613646160966
FDS,0.012247053485189553
FDX,0.008881351386288615
FE,0.0010972541485691544
FFIV,0.006801083376040674
FI,0.011907340281087527
FICO,0.04104191690982298
FIS,-0.01324823749230274
FITB,0.010564584903673565
FRT,0.0036937362077516704
FSLR,0.01877803812910924
FTNT,0.007889160413507854
GD,0.013391361167731767
GE,0.026444051616783145
GEN,0.00897974483911557
GILD,0.009391715775573956
GIS,-0.0016878578994723604
GL,0.00967725642861217
GLW,-0.0018767910595089829
GM,-0.0014023433377705202
GNRC,-0.008459463528333688
GOOG,0.014893923145862926
GOOGL,0.014676744680199609
GPC,0.0018431623750982235
GPN,0.0026777397517468607
GRMN,0.014750532005651492
GS,0.013792091266637609
GWW,0.024598912492321327
HAL,0.01015053241726544
HAS,-0.014850579643758159
HBAN,0.004933607212763251
HCA,0.012500027688317879
HD,0.011502842121606667
HIG,0.012644343118083518
HII,0.014136175401692177
HOLX,0.0003332899233375351
HON,0.007184769654571082
HPQ,0.005922800848007443
HRL,-0.014016879987756902
HSIC,0.001339932475777776
HST,0.011484892349188754
HSY,-0.003285363432519649
HUBB,0.023285305298498534
HUM,0.0007753490721267233
IBKR,0.00912227597918394
IBM,0.015843517095263243
ICE,0.011922207321245588
IDXX,0.013826644497030197
IEX,0.004676237905049035
IFF,-0.009746898954882337
INCY,-0.006887281845053814
INTC,0.01916239404164028
INTU,0.022092274309897034
IP,0.0003563311361606463
IPG,0.006428796500460318
IRM,0.024207224821824528
ISRG,0.014723388702351266
IT,0.027315554167353262
ITW,0.012720407889773511
IVZ,0.006271487182211946
J,0.0053952973888490175
JBHT,0.010457004230986161
JBL,0.034054076375210476
JCI,0.002424865405019328
JKHY,0.0009105748639941169
JNJ,0.001129577081937185
JPM,0.016225747466097423
K,-0.0018541745238037505
KDP,0.002322108403386254
KEY,0.00304703325748957
KIM,0.008251423183451179
KKR,0.028589001898041463
KLAC,0.029427315705817473
KMB,-0.0013772664850565277
KMI,0.006763223842580548
KO,0.0036038237971687086
KR,0.0051081108069665915
L,0.011878056126825808
LDOS,0.009167560024143718
LEN,0.02807327635725597
LH,0.008293655896038218
LHX,0.005253462525291668
LII,0.027606370666020612
LIN,0.016195302176127933
LKQ,0.0005687905079201361
LLY,0.03532633234984876
LMT,0.006764779767089827
LNT,0.0004288951336241468
LOW,0.010217447994501735
LRCX,0.02653236997392342
LULU,0.02545349461711019
LUV,-0.0119773863217831
LVS,0.0013186934550104014
LYB,0.00803874390678622
LYV,0.009508768071419448
MA,0.012099026354908447
MAA,-0.00403514989548864
MAR,0.020374573585861686
MAS,0.015505501961774523
MCD,0.011051349167632576
MCHP,0.015039217708502374
MCK,0.02347116902810845
MCO,0.015650479752903755
MDLZ,0.008487372701675898
MDT,-0.002945151942536378
MET,0.008394023229298287
MGM,0.010896087153053746
MHK,-0.0054983893581427145
MKC,-0.008586717487888872
MLM,0.020037817720318894
MMC,0.01115662128862245
MMM,-0.0036258502464128553
MNST,0.010789957927965258
MO,-0.0006444828649339667
MOH,0.01546212389753358
MOS,-0.0028363629387105614
MPWR,0.02641740904693654
MRK,0.010934457469015163
MS,0.012089546650787987
MSCI,0.013029169877805263
MSFT,0.020091327626662103
MSI,0.01647950529038817
MTB,0.001409796798686145
MTCH,-0.02620079675276533
MTD,5.398902499850495e-05
MU,0.01780580290580777
NDAQ,0.007169466756481441
NDSN,0.012233908311803123
NEE,-0.006909371896614478
NEM,-0.004263175174365386
NFLX,0.01691552114697846
NI,0.002691099683668008
NKE,-0.0014009390370823896
NOC,0.0069924896143644805
NRG,0.02194796177183657
NSC,0.005519197232653763
NTAP,0.015826136641292596
NTRS,0.00019571053086505112
NUE,0.02190224519233305
NVDA,0.0463218728290968
NVR,0.020463757607560428
NXPI,0.017624631987518166
O,0.0005298970803853326
ODFL,0.01957337919475695
OKE,0.014741355977967694
OMC,0.009364186546930482
ON,0.019464762376039328
ORCL,0.013203433827253898
ORLY,0.015876648206002625
OXY,0.010584956977874378
PAYX,0.006957371336567404
PCAR,0.02461833586186423
PCG,0.012661174010974451
PEG,0.0029920289621455792
PEP,0.003896321777889023
PFE,-0.016015855085485677
PG,0.003757607672338195
PGR,0.018566885128702935
PH,0.025218920099425272
PHM,0.038295902951708934
PKG,0.013166015349693921
PLD,0.009871039805593097
PM,0.004414199036979705
PNC,0.007431904675887369
PNR,0.017077846555802478
PNW,0.00023585572409529033
PODD,-0.002860553780761858
POOL,0.009633613543502463
PPG,0.008600869556459922
PPL,0.002453385927838464
PRU,0.01020011193944876
PSA,0.00805280593827759
PSKY,-0.021445548575580706
PTC,0.021183998171533668
PWR,0.03054504368608652
QCOM,0.01262662673367073
RCL,0.032970061067595514
REG,0.008382176589337887
REGN,0.01592949608579791
RF,0.004912855938169323
RJF,0.012012716133599971
RL,0.017820100088325515
RMD,-0.006745340906291868
ROK,0.01073640210722476
ROL,0.012461514349356072
ROP,0.013042308333196398
ROST,0.016828387066324176
RSG,0.015934105646296676
RTX,0.00010915457148248219
RVTY,-0.007214833722777288
SBAC,-0.001012576249357344
SBUX,0.002614348460407317
SCHW,0.007509794934792746
SHW,0.01594351330220227
SJM,-0.0005545391809262303
SLB,0.01232911733111816
SMCI,0.06912537859810222
SNA,0.0163154798568441
SNPS,0.025487892203726596
SO,0.006499048555879624
SPG,0.017123469928920523
SPGI,0.01343599024737737
SRE,0.0048637594043176025
STE,0.007281269495921756
STLD,0.024205694888917193
STT,0.005419854317951368
STX,0.01777227612896074
STZ,0.003725145409391794
SW,0.007734802906391943
SWK,-0.001611624310721327
SWKS,0.0028193594199237117
SYK,0.011385478590036855
SYY,0.0013335425629361101
T,0.0011587737702621432
TAP,0.008227426392191954
TDG,0.026912653270066422
TDY,0.008235508555106137
TECH,0.00010577740622812887
TEL,0.009152760230863399
TER,0.007691522366811459
TFC,-0.0010275205090077965
TGT,-0.0005842641468180015
TJX,0.016314375092134667
TKO,0.0091118477677752
TMO,0.0035428535742335725
TMUS,0.012569711198030182
TPL,0.006403846817083645
TPR,0.00542086732743219
TRGP,0.0216122185111584
TRMB,-0.002882702587404907
TROW,-0.00380633445199283
TRV,0.01076714745439677
TSCO,0.007850135798267897
TSLA,0.015009509440561142
TSN,-0.007006971484594818
TT,0.02442039370436667
TTWO,0.010525664860596941
TXN,0.005184186792106801
TXT,0.011657026124701932
TYL,0.006670720028970688
UAL,-0.0055445183162055
UDR,-0.0022020742955143145
UHS,0.01018558898184969
ULTA,0.012620230028449548
UNH,0.009472979998061603
UNP,0.011757274158136172
UPS,-0.0014129268641013518
URI,0.03256264954422899
USB,0.005218465667719315
V,0.011797493702610996
VLO,0.015350594522307547
VMC,0.01507182859791496
VRSK,0.012287887132333036
VRSN,0.0010001346521370472
VRTX,0.021301334651708456
VTR,0.005607700862946481
VTRS,-0.00019854508256643248
VZ,-0.0019494442166624803
WAB,0.017945136620611653
WAT,0.008528379003350118
WBD,-0.01951827884736059
WDC,0.009375319473070357
WEC,-0.001012035574340365
WELL,0.012151861814224306
WFC,0.011228024598561672
WM,0.01193231190825296
WMB,0.01257872335357383
WMT,0.00695559051834306
WRB,0.012174264435044112
WSM,0.028679955855217727
WST,0.008158136130483223
WTW,0.006638645585795061
WY,0.008398982089920293
WYNN,0.0002519975174888984
XEL,-5.371588803988292e-05
XOM,0.010058361853791924
YUM,0.006260480158774502
ZBH,-0.000619871523886473
ZBRA,-0.005223635591046771
